"","FID","name","StudyArea","Area","ExtraTerr","LENGTH","KDEClass","LineDensity","AnimalID","Season","Year"
"649",60,"W004D2012Snow 95% low","RICC",505.025140508,0,310736.641450477," low",0.615289451012102,"W004D","Snow","2012"
"650",61,"W004D2012Snow 95% ML","RICC",923.888813796,0,579057.69726366,"% ML",0.62676123860021,"W004D","Snow","2012"
"651",62,"W004D2012Snow 95% high","RICC",1465.68535518,0,890168.134962471,"high",0.607339175366974,"W004D","Snow","2012"
"652",63,"W004D2013Snow 95% low","RICC",467.602004809,0,341436.536747807," low",0.730186212283825,"W004D","Snow","2013"
"653",64,"W004D2013Snow 95% ML","RICC",648.138806452,0,533896.853163425,"% ML",0.823738445914154,"W004D","Snow","2013"
"654",65,"W004D2013Snow 95% high","RICC",858.424323529,0,722535.862752103,"high",0.841700127719755,"W004D","Snow","2013"
"655",66,"W004D2013SnowFree 95% low","RICC",640.375188486,0,365583.748648463," low",0.570889933310486,"W004D","SnowFree","2013"
"656",67,"W004D2013SnowFree 95% ML","RICC",767.057368918,0,469776.073246982,"% ML",0.612439293699298,"W004D","SnowFree","2013"
"657",68,"W004D2013SnowFree 95% high","RICC",904.976446414,0,584863.964271619,"high",0.646275344059132,"W004D","SnowFree","2013"
"658",69,"W004F2012Snow 95% low","RICC",1203.29506658,0,1554786.04088493," low",1.29210705176739,"W004F","Snow","2012"
"659",70,"W004F2012Snow 95% ML","RICC",2096.09411921,0,2508927.95567182,"% ML",1.19695386417926,"W004F","Snow","2012"
"660",71,"W004F2012Snow 95% high","RICC",3230.39922899,0,3557215.27519488,"high",1.10116893394228,"W004F","Snow","2012"
"661",72,"W004F2013SnowFree 95% low","RICC",414.897064351,0,753464.778537417," low",1.81602822308714,"W004F","SnowFree","2013"
"662",73,"W004F2013SnowFree 95% ML","RICC",514.128643209,0,859272.786493061,"% ML",1.67131864338427,"W004F","SnowFree","2013"
"663",74,"W004F2013SnowFree 95% high","RICC",623.962748052,0,971101.12382755,"high",1.55634471266003,"W004F","SnowFree","2013"
"664",75,"W004R2014Snow 95% low","RICC",1351.63529746,1,810555.590844676," low",0.599685131313067,"W004R","Snow","2014"
"665",76,"W004R2014Snow 95% ML","RICC",3867.90105466,1,2046735.80137745,"% ML",0.529159296593578,"W004R","Snow","2014"
"666",77,"W004R2014Snow 95% high","RICC",7662.15683292,1,3554690.47434786,"high",0.463928179996962,"W004R","Snow","2014"
"667",78,"W004R2015SnowFree 95% low","RICC",1047.1974942,1,650910.82956518," low",0.621574090054942,"W004R","SnowFree","2015"
"668",79,"W004R2015SnowFree 95% ML","RICC",1649.91153253,1,925282.265926565,"% ML",0.560807199467066,"W004R","SnowFree","2015"
"669",80,"W004R2015SnowFree 95% high","RICC",2387.34419361,1,1201849.32638214,"high",0.503425241152502,"W004R","SnowFree","2015"
"670",81,"W005D2012Snow 95% low","RICC",536.578424352,0,345009.806200888," low",0.642981138530755,"W005D","Snow","2012"
"671",82,"W005D2012Snow 95% ML","RICC",1024.42669168,0,615590.967818237,"% ML",0.600912659556638,"W005D","Snow","2012"
"672",83,"W005D2012Snow 95% high","RICC",1666.65573469,0,1030569.92980891,"high",0.618346013731861,"W005D","Snow","2012"
"673",84,"W005D2013SnowFree 95% low","RICC",354.682137184,0,188611.023695696," low",0.531774803189057,"W005D","SnowFree","2013"
"674",85,"W005D2013SnowFree 95% ML","RICC",425.943022225,0,235073.957855555,"% ML",0.55189061820428,"W005D","SnowFree","2013"
"675",86,"W005D2013SnowFree 95% high","RICC",503.621800313,0,276903.349191066,"high",0.549823992962518,"W005D","SnowFree","2013"
"676",87,"W005R2014Snow 95% low","RICC",976.676526988,0,602069.045228786," low",0.616446723753589,"W005R","Snow","2014"
"677",88,"W005R2014Snow 95% ML","RICC",1507.10722219,0,851246.65356339,"% ML",0.56482156082195,"W005R","Snow","2014"
"678",89,"W005R2014Snow 95% high","RICC",2150.40756402,0,1125885.49320326,"high",0.523568421187339,"W005R","Snow","2014"
"679",90,"W005R2015SnowFree 95% low","RICC",787.857785805,0,444377.237771857," low",0.564032298440525,"W005R","SnowFree","2015"
"680",91,"W005R2015SnowFree 95% ML","RICC",987.674240255,0,541883.034865994,"% ML",0.548645507577569,"W005R","SnowFree","2015"
"681",92,"W005R2015SnowFree 95% high","RICC",1209.8978502,0,634321.511487801,"high",0.524276914272511,"W005R","SnowFree","2015"
"682",93,"W006D2012Snow 95% low","RICC",760.862827037,0,913424.211242458," low",1.2005110235173,"W006D","Snow","2012"
"683",94,"W006D2012Snow 95% ML","RICC",1112.80467781,0,1288349.53174573,"% ML",1.15774992452512,"W006D","Snow","2012"
"684",95,"W006D2012Snow 95% high","RICC",1530.72253054,0,1759900.59266862,"high",1.1497188795201,"W006D","Snow","2012"
"685",96,"W006D2013Snow 95% low","RICC",1095.35531219,0,1690219.94500322," low",1.5430791508409,"W006D","Snow","2013"
"686",97,"W006D2013Snow 95% ML","RICC",1430.25862236,0,2041297.55109727,"% ML",1.42722268489389,"W006D","Snow","2013"
"687",98,"W006D2013Snow 95% high","RICC",1809.0403568,0,2360109.51826398,"high",1.30461960640765,"W006D","Snow","2013"
"688",99,"W006D2013SnowFree 95% low","RICC",632.704958419,0,931791.613626988," low",1.47271109737364,"W006D","SnowFree","2013"
"689",100,"W006D2013SnowFree 95% ML","RICC",758.206231407,0,1124383.6770328,"% ML",1.48295230302485,"W006D","SnowFree","2013"
"690",101,"W006D2013SnowFree 95% high","RICC",894.956040045,0,1324456.04770436,"high",1.47991184867333,"W006D","SnowFree","2013"
"691",102,"W006F2012Snow 95% low","RICC",576.862373662,0,559619.36986451," low",0.970108981648379,"W006F","Snow","2012"
"692",103,"W006F2012Snow 95% ML","RICC",800.226191317,0,941879.210049662,"% ML",1.17701622399978,"W006F","Snow","2012"
"693",104,"W006F2012Snow 95% high","RICC",1059.54098698,0,1304151.2526448,"high",1.23086437303573,"W006F","Snow","2012"
"694",105,"W007D2012Snow 95% low","RICC",162.250487737,0,134689.483711877," low",0.83013299738243,"W007D","Snow","2012"
"695",106,"W007D2012Snow 95% ML","RICC",240.143252794,0,200257.411187547,"% ML",0.833908131324146,"W007D","Snow","2012"
"696",107,"W007D2012Snow 95% high","RICC",332.815238661,0,286475.3328131,"high",0.860763869964796,"W007D","Snow","2012"
"697",108,"W007D2013SnowFree 95% low","RICC",91.0232040107,0,98021.9741141312," low",1.07688995547342,"W007D","SnowFree","2013"
"698",109,"W007D2013SnowFree 95% ML","RICC",115.785039565,0,124153.80782369,"% ML",1.07227849375127,"W007D","SnowFree","2013"
"699",110,"W007D2013SnowFree 95% high","RICC",143.626039257,0,145405.845717673,"high",1.01239194835338,"W007D","SnowFree","2013"
"700",111,"W008D2012Snow 95% low","RICC",581.49539504,0,702703.623216847," low",1.2084422838267,"W008D","Snow","2012"
"701",112,"W008D2012Snow 95% ML","RICC",856.364566304,0,1022994.21495214,"% ML",1.19457793468418,"W008D","Snow","2012"
"702",113,"W008D2012Snow 95% high","RICC",1184.77904459,0,1445353.97483687,"high",1.2199354651289,"W008D","Snow","2012"
"703",114,"W008D2013SnowFree 95% low","RICC",413.25119342,0,521022.500674293," low",1.2607888591014,"W008D","SnowFree","2013"
"704",115,"W008D2013SnowFree 95% ML","RICC",491.479439814,0,617017.703366163,"% ML",1.25542932904716,"W008D","SnowFree","2013"
"705",116,"W008D2013SnowFree 95% high","RICC",575.734297227,0,774848.242696826,"high",1.34584346707995,"W008D","SnowFree","2013"
"706",117,"W011F2012Snow 95% low","RICC",1061.10752294,0,680604.650834121," low",0.64140969328761,"W011F","Snow","2012"
"707",118,"W011F2012Snow 95% ML","RICC",2031.58171511,0,1163242.88898083,"% ML",0.57257991658871,"W011F","Snow","2012"
"708",119,"W011F2012Snow 95% high","RICC",3312.18581245,0,1852257.30783164,"high",0.559225059436367,"W011F","Snow","2012"
"709",120,"W011F2013Snow 95% low","RICC",1874.48146431,0,764966.178052273," low",0.408094821217055,"W011F","Snow","2013"
"710",121,"W011F2013Snow 95% ML","RICC",2694.48866259,0,1067769.65573411,"% ML",0.396279142146305,"W011F","Snow","2013"
"711",122,"W011F2013Snow 95% high","RICC",3660.96465855,0,1516512.60104109,"high",0.414238525220219,"W011F","Snow","2013"
"712",123,"W011F2013SnowFree 95% low","RICC",1210.94977781,0,535371.187080066," low",0.442108497718447,"W011F","SnowFree","2013"
"713",124,"W011F2013SnowFree 95% ML","RICC",1641.02935516,0,708839.704736813,"% ML",0.431948217445325,"W011F","SnowFree","2013"
"714",125,"W011F2013SnowFree 95% high","RICC",2135.23857987,0,987996.915053565,"high",0.462710314607428,"W011F","SnowFree","2013"
"715",126,"W011F2014SnowFree 95% low","RICC",1241.36061018,0,519579.196718146," low",0.418556213607266,"W011F","SnowFree","2014"
"716",127,"W011F2014SnowFree 95% ML","RICC",1602.58065488,0,644655.517676496,"% ML",0.402260888220173,"W011F","SnowFree","2014"
"717",128,"W011F2014SnowFree 95% high","RICC",2005.92330274,0,795409.997769584,"high",0.39653061345022,"W011F","SnowFree","2014"
"718",129,"W012D2012Snow 95% low","RICC",193.615629388,0,167157.167943728," low",0.863345425532514,"W012D","Snow","2012"
"719",130,"W012D2012Snow 95% ML","RICC",273.090933814,0,232528.569989088,"% ML",0.851469386923921,"W012D","Snow","2012"
"720",131,"W012D2012Snow 95% high","RICC",366.006340104,0,317239.459549584,"high",0.866759465039434,"W012D","Snow","2012"
"721",132,"W012D2013Snow 95% low","RICC",344.2459972,0,278916.9575759," low",0.81022571023202,"W012D","Snow","2013"
"722",133,"W012D2013Snow 95% ML","RICC",409.113365328,0,340778.229945653,"% ML",0.832967726860841,"W012D","Snow","2013"
"723",134,"W012D2013Snow 95% high","RICC",479.396434486,0,414271.799859145,"high",0.864152859842021,"W012D","Snow","2013"
"724",135,"W012D2013SnowFree 95% low","RICC",364.902167138,0,331957.800635372," low",0.90971726268162,"W012D","SnowFree","2013"
"725",136,"W012D2013SnowFree 95% ML","RICC",430.576049064,0,398681.703742692,"% ML",0.925926336611984,"W012D","SnowFree","2013"
"726",137,"W012D2013SnowFree 95% high","RICC",501.73684321,0,467167.932510733,"high",0.931101510349324,"W012D","SnowFree","2013"
"727",138,"W012D2014SnowFree 95% low","RICC",329.289024884,0,337136.595732564," low",1.02383186275743,"W012D","SnowFree","2014"
"728",139,"W012D2014SnowFree 95% ML","RICC",427.446678553,0,447457.146128746,"% ML",1.04681395032355,"W012D","SnowFree","2014"
"729",140,"W012D2014SnowFree 95% high","RICC",538.1175736,0,555840.850380729,"high",1.03293569593381,"W012D","SnowFree","2014"
"730",141,"W012F2012Snow 95% low","RICC",275.302005714,0,103509.109952898," low",0.375983857017115,"W012F","Snow","2012"
"731",142,"W012F2012Snow 95% ML","RICC",532.633546215,0,259761.615161619,"% ML",0.487692930735469,"W012F","Snow","2012"
"732",143,"W012F2012Snow 95% high","RICC",871.457651749,0,480567.33422804,"high",0.551452308971698,"W012F","Snow","2012"
"733",144,"W012F2013Snow 95% low","RICC",565.730298639,0,459967.331263852," low",0.813050551420728,"W012F","Snow","2013"
"734",145,"W012F2013Snow 95% ML","RICC",743.693046975,0,587993.489235173,"% ML",0.790640024976512,"W012F","Snow","2013"
"735",146,"W012F2013Snow 95% high","RICC",943.285068742,0,747705.368017816,"high",0.792661087082597,"W012F","Snow","2013"
"736",147,"W012F2013SnowFree 95% low","RICC",462.530751317,0,248867.946792593," low",0.538057082872807,"W012F","SnowFree","2013"
"737",148,"W012F2013SnowFree 95% ML","RICC",606.662544357,0,346644.564012539,"% ML",0.571396021127275,"W012F","SnowFree","2013"
"738",149,"W012F2013SnowFree 95% high","RICC",769.64435071,0,440022.595512596,"high",0.571721984455124,"W012F","SnowFree","2013"
"739",150,"W012F2014Snow 95% low","RICC",1005.5654623,0,672138.170955059," low",0.66841811513464,"W012F","Snow","2014"
"740",151,"W012F2014Snow 95% ML","RICC",1206.32423478,0,813386.677466722,"% ML",0.674268703235545,"W012F","Snow","2014"
"741",152,"W012F2014Snow 95% high","RICC",1424.14559031,0,992308.724044787,"high",0.696774775554224,"W012F","Snow","2014"
"742",153,"W012F2014SnowFree 95% low","RICC",707.69126765,0,429858.752815987," low",0.607409999904903,"W012F","SnowFree","2014"
"743",154,"W012F2014SnowFree 95% ML","RICC",878.913290291,0,564057.580384316,"% ML",0.641767039610429,"W012F","SnowFree","2014"
"744",155,"W012F2014SnowFree 95% high","RICC",1068.51306545,0,683879.698946142,"high",0.640029327725748,"W012F","SnowFree","2014"
"745",156,"W012F2015SnowFree 95% low","RICC",135.369048296,0,86779.2845945478," low",0.641057063537855,"W012F","SnowFree","2015"
"746",157,"W012F2015SnowFree 95% ML","RICC",154.753118098,0,98767.5518978203,"% ML",0.638226570887406,"W012F","SnowFree","2015"
"747",158,"W012F2015SnowFree 95% high","RICC",175.637166359,0,111454.627658096,"high",0.634573137158706,"W012F","SnowFree","2015"
"748",159,"W013D2012Snow 95% low","RICC",545.007974212,0,328232.827584985," low",0.60225325704557,"W013D","Snow","2012"
"749",160,"W013D2012Snow 95% ML","RICC",939.688242387,0,587523.707854322,"% ML",0.62523258390665,"W013D","Snow","2012"
"750",161,"W013D2012Snow 95% high","RICC",1439.06415855,0,855397.781155133,"high",0.594412539616741,"W013D","Snow","2012"
"751",162,"W013D2013Snow 95% low","RICC",578.854197843,0,492639.701698832," low",0.851060083065076,"W013D","Snow","2013"
"752",163,"W013D2013Snow 95% ML","RICC",758.127477274,0,661830.317141683,"% ML",0.872980253296487,"W013D","Snow","2013"
"753",164,"W013D2013Snow 95% high","RICC",965.70062228,0,823752.460999092,"high",0.853010179339254,"W013D","Snow","2013"
"754",165,"W013D2013SnowFree 95% low","RICC",723.896732845,0,441794.894803479," low",0.610300992887718,"W013D","SnowFree","2013"
"755",166,"W013D2013SnowFree 95% ML","RICC",880.79799366,0,598131.395896733,"% ML",0.679078971798408,"W013D","SnowFree","2013"
"756",167,"W013D2013SnowFree 95% high","RICC",1052.68620149,0,786365.724614192,"high",0.747008675045943,"W013D","SnowFree","2013"
"757",168,"W013F2012Snow 95% low","RICC",116.007497113,0,4330.55698279669," low",0.0373299751358174,"W013F","Snow","2012"
"758",169,"W013F2012Snow 95% ML","RICC",204.558299062,0,9346.82772856185,"% ML",0.045692732934433,"W013F","Snow","2012"
"759",170,"W013F2012Snow 95% high","RICC",318.639049924,0,32314.9919164333,"high",0.101415667427269,"W013F","Snow","2012"
"760",171,"W013F2013Snow 95% low","RICC",547.227787526,0,91387.499233394," low",0.167000838255225,"W013F","Snow","2013"
"761",172,"W013F2013Snow 95% ML","RICC",1191.77570366,0,191320.697038412,"% ML",0.160534147869315,"W013F","Snow","2013"
"762",173,"W013F2013Snow 95% high","RICC",2082.01375238,0,413323.837929991,"high",0.198521185298373,"W013F","Snow","2013"
"763",174,"W013F2013SnowFree 95% low","RICC",373.035822238,0,33762.3980673368," low",0.0905071203746114,"W013F","SnowFree","2013"
"764",175,"W013F2013SnowFree 95% ML","RICC",654.806441404,0,62075.0188295134,"% ML",0.0947990351109184,"W013F","SnowFree","2013"
"765",176,"W013F2013SnowFree 95% high","RICC",1014.17711055,0,120162.843059896,"high",0.118483095122044,"W013F","SnowFree","2013"
"766",177,"W015D2012Snow 95% low","RICC",161.048834431,0,144205.936448476," low",0.895417448738255,"W015D","Snow","2012"
"767",178,"W015D2012Snow 95% ML","RICC",227.526637998,0,217340.259861267,"% ML",0.955229953616143,"W015D","Snow","2012"
"768",179,"W015D2012Snow 95% high","RICC",305.160046244,0,279187.777252593,"high",0.914889680641088,"W015D","Snow","2012"
"769",180,"W015D2013Snow 95% low","RICC",244.016671123,0,232044.684955016," low",0.950937835054926,"W015D","Snow","2013"
"770",181,"W015D2013Snow 95% ML","RICC",291.426020251,0,266900.818711456,"% ML",0.915844159974389,"W015D","Snow","2013"
"771",182,"W015D2013Snow 95% high","RICC",342.863608286,0,310187.856501261,"high",0.904697521127751,"W015D","Snow","2013"
"772",183,"W015D2013SnowFree 95% low","RICC",253.4038017,0,234827.104310995," low",0.926691323238326,"W015D","SnowFree","2013"
"773",184,"W015D2013SnowFree 95% ML","RICC",303.85273513,0,277716.006102834,"% ML",0.913982248617958,"W015D","SnowFree","2013"
"774",185,"W015D2013SnowFree 95% high","RICC",358.499130583,0,328635.230993991,"high",0.916697428134779,"W015D","SnowFree","2013"
"775",186,"W015D2014Snow 95% low","RICC",413.145884947,0,349675.65592479," low",0.846373323964361,"W015D","Snow","2014"
"776",187,"W015D2014Snow 95% ML","RICC",511.353685968,0,428974.512711121,"% ML",0.838899815299201,"W015D","Snow","2014"
"777",188,"W015D2014Snow 95% high","RICC",619.654601439,0,517480.599172731,"high",0.835111363606445,"W015D","Snow","2014"
"778",189,"W015D2014SnowFree 95% low","RICC",312.122247414,0,281048.216361425," low",0.90044275501016,"W015D","SnowFree","2014"
"779",190,"W015D2014SnowFree 95% ML","RICC",362.685000389,0,324179.694570178,"% ML",0.89383264877918,"W015D","SnowFree","2014"
"780",191,"W015D2014SnowFree 95% high","RICC",416.951901699,0,373689.160766747,"high",0.896240451821984,"W015D","SnowFree","2014"
"781",192,"W015D2015SnowFree 95% low","RICC",247.72645596,0,254586.282513545," low",1.02769113426728,"W015D","SnowFree","2015"
"782",193,"W015D2015SnowFree 95% ML","RICC",321.776786465,0,321878.77847043,"% ML",1.00031696508176,"W015D","SnowFree","2015"
"783",194,"W015D2015SnowFree 95% high","RICC",405.502056889,0,386536.870342446,"high",0.95323035672851,"W015D","SnowFree","2015"
"784",195,"W015F2013Snow 95% low","RICC",1651.14215991,0,668777.042510679," low",0.4050390443347,"W015F","Snow","2013"
"785",196,"W015F2013Snow 95% ML","RICC",2967.14286244,0,1242907.19095825,"% ML",0.418890241751338,"W015F","Snow","2013"
"786",197,"W015F2013Snow 95% high","RICC",4660.37639872,0,1980117.15009296,"high",0.424883524566129,"W015F","Snow","2013"
"787",198,"W015F2014Snow 95% low","RICC",3422.8374003,0,1061788.16397836," low",0.310207012429308,"W015F","Snow","2014"
"788",199,"W015F2014Snow 95% ML","RICC",5692.14766416,0,1819216.24077416,"% ML",0.319601027258772,"W015F","Snow","2014"
"789",200,"W015F2014Snow 95% high","RICC",8526.65339153,0,2926942.51401638,"high",0.343269789402238,"W015F","Snow","2014"
"790",201,"W015F2014SnowFree 95% low","RICC",1710.03349686,0,707257.153570775," low",0.413592572817699,"W015F","SnowFree","2014"
"791",202,"W015F2014SnowFree 95% ML","RICC",2487.15742405,0,970125.472341603,"% ML",0.390053907710387,"W015F","SnowFree","2014"
"792",203,"W015F2014SnowFree 95% high","RICC",3405.33606123,0,1321509.15067885,"high",0.388070113174533,"W015F","SnowFree","2014"
"793",204,"W015F2015SnowFree 95% low","RICC",1039.56515315,0,477058.932169846," low",0.458902388873178,"W015F","SnowFree","2015"
"794",205,"W015F2015SnowFree 95% ML","RICC",1591.45532569,0,744763.24320077,"% ML",0.46797621722612,"W015F","SnowFree","2015"
"795",206,"W015F2015SnowFree 95% high","RICC",2259.0285839,0,1049597.94053407,"high",0.464623576706604,"W015F","SnowFree","2015"
"796",207,"W016F2013Snow 95% low","RICC",1639.63634352,0,604507.486518219," low",0.368683878536415,"W016F","Snow","2013"
"797",208,"W016F2013Snow 95% ML","RICC",2788.59619138,0,1006285.46163885,"% ML",0.360857360685438,"W016F","Snow","2013"
"798",209,"W016F2013Snow 95% high","RICC",4235.9819238,0,1627090.88084235,"high",0.384111856497897,"W016F","Snow","2013"
"799",210,"W016F2014Snow 95% low","RICC",3761.42110855,0,1013232.01450795," low",0.269374788216292,"W016F","Snow","2014"
"800",211,"W016F2014Snow 95% ML","RICC",7045.73601631,0,2194175.872842,"% ML",0.311418972803233,"W016F","Snow","2014"
"801",212,"W016F2014Snow 95% high","RICC",11338.6435187,0,3979731.97919848,"high",0.350988367579861,"W016F","Snow","2014"
"802",213,"W016F2014SnowFree 95% low","RICC",1914.24646261,0,705443.820233181," low",0.368522984898891,"W016F","SnowFree","2014"
"803",214,"W016F2014SnowFree 95% ML","RICC",2729.90873023,0,1050699.82594747,"% ML",0.384884598635993,"W016F","SnowFree","2014"
"804",215,"W016F2014SnowFree 95% high","RICC",3687.73939804,0,1427816.0379983,"high",0.387179213031476,"W016F","SnowFree","2014"
"805",216,"W016F2015SnowFree 95% low","RICC",1643.98271672,0,376260.377352865," low",0.228871248782689,"W016F","SnowFree","2015"
"806",217,"W016F2015SnowFree 95% ML","RICC",2824.89669641,0,647222.256459772,"% ML",0.229113601669856,"W016F","SnowFree","2015"
"807",218,"W016F2015SnowFree 95% high","RICC",4318.2220413,0,1082785.28051595,"high",0.250747939814132,"W016F","SnowFree","2015"
"808",219,"W017F2013Snow 95% low","RICC",1229.72691535,0,433910.822268763," low",0.352851366309458,"W017F","Snow","2013"
"809",220,"W017F2013Snow 95% ML","RICC",2233.10630792,0,793279.421448414,"% ML",0.355235851797537,"W017F","Snow","2013"
"810",221,"W017F2013Snow 95% high","RICC",3528.92747257,0,1350897.79384746,"high",0.382806902195598,"W017F","Snow","2013"
"811",222,"W017F2014SnowFree 95% low","RICC",312.768336617,1,52517.8881540212," low",0.167913058981837,"W017F","SnowFree","2014"
"812",223,"W017F2014SnowFree 95% ML","RICC",5407.84938319,1,1635441.06557891,"% ML",0.302419862258478,"W017F","SnowFree","2014"
"813",224,"W017F2014SnowFree 95% high","RICC",17505.441351,1,7554694.2506917,"high",0.43156262668351,"W017F","SnowFree","2014"
"814",225,"W018D2012Snow 95% low","RICC",232.162077467,0,232641.778249273," low",1.00206623229559,"W018D","Snow","2012"
"815",226,"W018D2012Snow 95% ML","RICC",445.416012351,0,542681.842756826,"% ML",1.21837075387667,"W018D","Snow","2012"
"816",227,"W018D2012Snow 95% high","RICC",726.531050473,0,958400.492660292,"high",1.31914594983427,"W018D","Snow","2012"
"817",228,"W018D2013Snow 95% low","RICC",235.892541223,0,285370.376839205," low",1.20974735088987,"W018D","Snow","2013"
"818",229,"W018D2013Snow 95% ML","RICC",422.416098079,0,518129.19776584,"% ML",1.22658487714391,"W018D","Snow","2013"
"819",230,"W018D2013Snow 95% high","RICC",661.194411175,0,794873.397685301,"high",1.20217803455529,"W018D","Snow","2013"
"820",231,"W018D2013SnowFree 95% low","RICC",567.878265047,0,652339.930876296," low",1.14873199244966,"W018D","SnowFree","2013"
"821",232,"W018D2013SnowFree 95% ML","RICC",721.48108047,0,852692.291528091,"% ML",1.18186368930508,"W018D","SnowFree","2013"
"822",233,"W018D2013SnowFree 95% high","RICC",892.985297012,0,1150617.18487527,"high",1.28850630433146,"W018D","SnowFree","2013"
"823",234,"W018F2014Snow 95% low","RICC",631.680059632,0,764198.331164508," low",1.20978701086387,"W018F","Snow","2014"
"824",235,"W018F2014Snow 95% ML","RICC",947.016736219,0,1288153.70252828,"% ML",1.36022274291718,"W018F","Snow","2014"
"825",236,"W018F2014Snow 95% high","RICC",1325.34606157,0,1917256.25415562,"high",1.44660802921498,"W018F","Snow","2014"
"826",237,"W018F2015SnowFree 95% low","RICC",806.224892563,0,1234434.60497374," low",1.53112936149795,"W018F","SnowFree","2015"
"827",238,"W018F2015SnowFree 95% ML","RICC",968.986622578,0,1418641.73287854,"% ML",1.46404676785344,"W018F","SnowFree","2015"
"828",239,"W018F2015SnowFree 95% high","RICC",1146.22227002,0,1649314.20193423,"high",1.43891306692676,"W018F","SnowFree","2015"
"829",240,"W019D2012Snow 95% low","RICC",190.374953968,0,119841.054101061," low",0.629500108093025,"W019D","Snow","2012"
"830",241,"W019D2012Snow 95% ML","RICC",270.084975901,0,168059.649407198,"% ML",0.622247308820318,"W019D","Snow","2012"
"831",242,"W019D2012Snow 95% high","RICC",363.297401784,0,235603.071361323,"high",0.64851295441249,"W019D","Snow","2012"
"832",243,"W019D2013SnowFree 95% low","RICC",215.03422521,0,138348.408352598," low",0.6433785515654,"W019D","SnowFree","2013"
"833",244,"W019D2013SnowFree 95% ML","RICC",248.247522801,0,159107.176771044,"% ML",0.640921508403478,"W019D","SnowFree","2013"
"834",245,"W019D2013SnowFree 95% high","RICC",283.787618556,0,180350.329236575,"high",0.635511620113144,"W019D","SnowFree","2013"
"835",246,"W020D2012Snow 95% low","RICC",210.582990712,0,221362.75471229," low",1.05119009832581,"W020D","Snow","2012"
"836",247,"W020D2012Snow 95% ML","RICC",417.636349857,0,499849.559341791,"% ML",1.1968535773118,"W020D","Snow","2012"
"837",248,"W020D2012Snow 95% high","RICC",694.293919375,0,917066.722580284,"high",1.32086238549493,"W020D","Snow","2012"
"838",249,"W020D2013Snow 95% low","RICC",160.756150898,0,152779.420841751," low",0.950379938735218,"W020D","Snow","2013"
"839",250,"W020D2013Snow 95% ML","RICC",209.449836506,0,220375.574167592,"% ML",1.05216398276481,"W020D","Snow","2013"
"840",251,"W020D2013Snow 95% high","RICC",263.87237038,0,288945.902399635,"high",1.09502143776375,"W020D","Snow","2013"
"841",252,"W020D2013SnowFree 95% low","RICC",327.917147791,0,393176.226662136," low",1.19901087610316,"W020D","SnowFree","2013"
"842",253,"W020D2013SnowFree 95% ML","RICC",400.348179568,0,481643.549616257,"% ML",1.20306167030903,"W020D","SnowFree","2013"
"843",254,"W020D2013SnowFree 95% high","RICC",479.676123932,0,586668.797773829,"high",1.22305190628374,"W020D","SnowFree","2013"
"844",255,"W020F2014Snow 95% low","RICC",480.648099917,0,667198.172770705," low",1.38812193970166,"W020F","Snow","2014"
"845",256,"W020F2014Snow 95% ML","RICC",658.256804715,0,939440.235730104,"% ML",1.42716372850387,"W020F","Snow","2014"
"846",257,"W020F2014Snow 95% high","RICC",863.113359162,0,1183701.74538318,"high",1.37143253874838,"W020F","Snow","2014"
"847",258,"W020F2015SnowFree 95% low","RICC",611.160599452,0,618012.088362886," low",1.01121061946243,"W020F","SnowFree","2015"
"848",259,"W020F2015SnowFree 95% ML","RICC",728.914551472,0,759418.396908883,"% ML",1.04184831455934,"W020F","SnowFree","2015"
"849",260,"W020F2015SnowFree 95% high","RICC",856.665806107,0,919723.743363279,"high",1.07360856101265,"W020F","SnowFree","2015"
"850",261,"W021D2013Snow 95% low","RICC",360.06658127,0,288814.601352851," low",0.802114432097992,"W021D","Snow","2013"
"851",262,"W021D2013Snow 95% ML","RICC",1016.05754955,0,985685.804302415,"% ML",0.970108243119658,"W021D","Snow","2013"
"852",263,"W021D2013Snow 95% high","RICC",2004.75647846,0,1897573.34003413,"high",0.946535581963449,"W021D","Snow","2013"
"853",264,"W022D2013Snow 95% low","RICC",1362.13271186,1,1295274.15564114," low",0.950916268556856,"W022D","Snow","2013"
"854",265,"W022D2013Snow 95% ML","RICC",3841.42460984,1,2900465.42885693,"% ML",0.755049421359786,"W022D","Snow","2013"
"855",266,"W022D2013Snow 95% high","RICC",7575.1594269,1,5510146.89503754,"high",0.72739682223328,"W022D","Snow","2013"
"856",267,"W022D2014Snow 95% low","RICC",4304.31539708,1,4115509.34051768," low",0.956135636182607,"W022D","Snow","2014"
"857",268,"W022D2014Snow 95% ML","RICC",7001.07204903,1,5749360.75066954,"% ML",0.821211481671027,"W022D","Snow","2014"
"858",269,"W022D2014Snow 95% high","RICC",10332.0016983,1,8033185.78717905,"high",0.777505271655231,"W022D","Snow","2014"
"859",270,"W022D2014SnowFree 95% low","RICC",3015.27146827,1,3351182.17924355," low",1.11140314048283,"W022D","SnowFree","2014"
"860",271,"W022D2014SnowFree 95% ML","RICC",6422.7373375,1,6086414.07580327,"% ML",0.947635526096783,"W022D","SnowFree","2014"
"861",272,"W022D2014SnowFree 95% high","RICC",11082.6293514,1,9785556.89309236,"high",0.882963472188683,"W022D","SnowFree","2014"
"862",273,"W022D2015SnowFree 95% low","RICC",513.223714518,0,789339.404494288," low",1.53800259451301,"W022D","SnowFree","2015"
